회사명,제목,링크,지역,경력,학력,고용형태,마감일,직무분야,연봉정보
한국딥러닝(주),[신입/인턴] 제안서 제작 매니저(APM),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49468800&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 서초구,신입,대졸↑,계약직·인턴직,~ 11/30(토),"Python, 솔루션, 제안서, 사업기획, 서비스기획 외                    등록일 24/11/25",기획·전략 지원 급상승
(주)인라이플,[주4.5일] Back end Developer(JAVA) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49234725&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 구로구,경력 5~15년,학력무관,정규직,상시채용,"Python, Java, Linux, 솔루션, AWS 외                    수정일 24/11/12",인기있는
컴즈(주),S/W QA & Test Engineer (신입/경력) 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49319178&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 구로구,경력무관,초대졸↑,정규직·프리랜서,~ 12/01(일),"Python, C++, Java, Linux, AWS 외                    등록일 24/11/01",인기있는
(주)지엠디소프트,[국내1위 포렌식SW]포렌식 아티팩트분석 정규직 채용(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49419762&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,경기 성남시 분당구,신입·경력,대졸↑,정규직,채용시,"Python, 데이터분석가, 데이터시각화, 스크립트, C# 외                    수정일 24/11/18",워라밸
(주)아이티공간,SI : 웹 : 시스템 : 프로젝트 개발 PL PM 프로그램 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49334900&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,부산 기장군,신입·경력,대졸↑,정규직·기간제,~ 12/04(수),"Python, Java, 딥러닝, 웹개발, 기술지원 외                    수정일 24/11/07",인기있는
(주)아이티공간,개발/웹/앱/인공지능/데이터분석/AI ICT SI,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49334887&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,울산 남구,신입·경력,대졸↑,정규직·기간제,~ 12/04(수),"Python, Java, 웹개발, 데이터엔지니어, 백엔드/서버개발 외                    수정일 24/11/05",워라밸
(사)한국기술사업화진흥협회,[무료교육] 제조기업 기반 빅데이터 분석 실무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49422214&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,대구 달서구,경력무관,학력무관,교육생,~ 12/17(화),"Python, 웹개발, 알고리즘, 기술지원, 데이터분석가 외                    수정일 24/11/18",
(주)엔에스데블,Full Stack Web 개발자 모집(정규직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49476129&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,부산 사하구,경력무관,초대졸↑,정규직,~ 12/26(목),"Python, Java, Android, C#, JSP 외                    수정일 24/11/26",시리즈A 투자유치
(주)누리어시스템,"[금융SI] Java, JSP 웹 개발자를 모십니다.",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49365874&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,경기 하남시,경력5년↑,초대졸↑,정규직,~ 12/08(일),"Python, Java, 솔루션, 웹개발, 백엔드/서버개발 외                    등록일 24/11/08",인기있는
이엠솔루션,"[신입사원/유연근무] S/W(PMS, PDM/PLM, QMS)엔지니어 채용공고",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49291224&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,경남 창원시,경력무관,대졸↑,정규직,~ 12/28(토),"Python, C++, Java, 솔루션, AWS 외                    등록일 24/10/29",워라밸
브이픽스메디칼,"AI 암진단 개발 (서울, 전문연구요원)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49244116&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 동대문구,경력무관,대졸↑,정규직·전문연구요원,~ 12/21(토),"Python, C++, 알고리즘, 데이터분석가, 데이터엔지니어 외                    등록일 24/10/22",연봉상승률 15% 이상
(주)네피리티,[서울]데이터 분석 및 모델 개발 계약직/정규직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49382395&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 서초구,신입·경력,학력무관,정규직·계약직,~ 12/12(목),"Python, 머신러닝, AI(인공지능), 데이터분석, DataMining 외                    수정일 24/11/12",연봉상승률 10% 이상
(주)오토노머스에이투지,[정규직] 차량제어시스템 개발자 채용 (안양 평촌),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49473642&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,경기 안양시 동안구,경력무관,대졸↑,정규직,채용시,"Python, C++, 솔루션, H/W, S/W 외                    등록일 24/11/26",시리즈B 투자유치
(주)캔탑스,임베디드시스템 S/W 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49378769&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,경기 수원시 영통구,신입·경력,대졸↑,정규직·전문연구요원,~ 01/10(금),"Python, C++, 딥러닝, Linux, 솔루션 외                    등록일 24/11/11",성과급/상여금
부산디지털대학교,부산디지털대학교 전산 직원 2차 채용 공고 (신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49393666&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,부산 사상구,신입,대졸↑,계약직,내일마감,"Python, Java, 웹개발, 데이터엔지니어, 백엔드/서버개발 외                    등록일 24/11/13",인기있는
(주)웨어포인트,(정규/잠실)클라우드(AWS) 서버  시스템 엔지니어(SE/TA) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49293796&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 송파구,신입·경력,대졸↑,정규직,채용시,"Python, Linux, AWS, 백엔드/서버개발, SE(시스템엔지니어) 외                    등록일 24/10/29",인기있는
(주)스너그스튜디오,"[사라바] 백엔드 개발자 모집 (JAVA) 팀원, PO",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49333180&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 강남구,경력 2~12년,학력무관,정규직,~ 12/04(수),"Python, Java, AWS, 웹개발, 백엔드/서버개발 외                    등록일 24/11/04",인기있는
엠클라우드브리지(주),소프트웨어 엔지니어(Application Engineer) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49358774&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 강남구,신입·경력,학력무관,정규직,~ 12/07(토),"Python, Java, 솔루션, 기술지원, 데이터분석가 외                    등록일 24/11/07",인기있는
인서트(주),[경력] 3년이상 프론트엔드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49389056&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 서초구,경력무관,학력무관,정규직·계약직,~ 12/12(목),"Python, AWS, 웹개발, 프론트엔드, CSS3 외                    등록일 24/11/12",인기있는
(주)씨에스텍,전자 / 정보통신 관련 회로설계/개발 연구원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458285&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,대구 동구,경력무관,대졸↑,정규직,채용시,"Python, 알고리즘, 정보통신, 펌웨어, API 외                    등록일 24/11/24",워라밸
한국폴리텍대학 분당융합기술교육원,IT[AI·SW] / 품질관리[바이오·이화학] 취업실무교육 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49330555&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,경기 성남시 분당구,경력무관,초대졸↑,교육생,~ 12/28(토),"Python, 데이터분석가, 앱개발, 유지보수, 네트워크 외                    수정일 24/11/18",인기있는
(주)에스티앤아이,디지털트윈 솔루션 웹 개발자 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49414844&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,대구 수성구,경력무관,초대졸↑,정규직,~ 12/17(화),"Python, 솔루션, 프론트엔드, Angular, C# 외                    등록일 24/11/17",급성장중
주식회사타이거랩스,신입 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49433760&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,대전 유성구,신입·경력,대졸↑,정규직,~ 11/29(금),"Python, Java, 데이터분석가, 정보보안, SI개발 외                    수정일 24/11/20",마감임박
오아시스스토리(주),개발자 [AI·IOT ] /대전근무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49369794&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,대전 서구,경력무관,대졸↑,정규직·계약직,상시채용,"Python, Java, 솔루션, 머신러닝, 웹개발 외                    수정일 24/11/21",
(주)데이터트리,[신입/경력] 빅데이터/AI  컨설턴트 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448491&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 금천구,신입·경력,대졸↑,정규직·계약직,~ 12/21(토),"Python, 딥러닝, 머신러닝, 알고리즘, 빅데이터 외                    등록일 24/11/21",인기있는
서울아산병원,서울아산병원 생체신호연구단 개발자 연구원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49285600&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 송파구,경력무관,학력무관,계약직,오늘마감,"Java, 앱개발, 유지보수, 미들웨어, 데이터분석 외                    등록일 24/10/28",평균연봉 상위 10%
(주)미르이즈,연구소 AI 응용프로그램 개발 및 운영 연구원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49476322&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,광주 북구,신입·경력,대졸↑,정규직,채용시,"딥러닝, 솔루션, 빅데이터, AI(인공지능), AI(인공지능) 외                    수정일 24/11/26",인기있는
분당서울대학교병원,분당서울대학교병원 빅데이터센터 연구원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49354270&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,경기 성남시 분당구,경력무관,대졸↑,기간제·계약직,~ 11/29(금),"머신러닝, 알고리즘, DBA, 빅데이터, AI(인공지능) 외                    수정일 24/11/25",연구·R&D 지원 급상승
(주)유지에스,"개발자  모집 -  시스템 개발, 구축 및 DB분석 각 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49377580&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,부산 강서구,경력,학력무관,정규직,~ 11/30(토),"C++, Java, 웹개발, 기술지원, 데이터분석가 외                    등록일 24/11/11",자유로운 연차
(주)인이지,[INEEJI] (주)인이지 프로젝트 수행 담당(PM/PL) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49424550&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,경기 성남시 분당구,경력무관,대졸↑,정규직·계약직,~ 11/30(토),"솔루션, PM(프로젝트매니저), RFP(제안요청서), 인터페이스, R 외                    수정일 24/11/25",연봉상승률 15% 이상
(주)기어세컨드,[기어세컨드] 데이터 분석가 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49444756&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 마포구,경력무관,학력무관,정규직,채용시,"데이터분석가, 데이터엔지니어, 데이터시각화, 빅데이터, 데이터분석 외                    등록일 24/11/21",
(주)레진엔터테인먼트,레진코믹스 백엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49451471&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 성동구,경력 3~5년,학력무관,정규직,~ 12/23(월),"Java, AWS, 웹개발, 백엔드/서버개발, 인프라 외                    등록일 24/11/22",취업축하금
메디팜소프트(주),AI 엔지니어 채용 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452775&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 송파구,신입·경력,초대졸↑,정규직,~ 12/22(일),"딥러닝, AI(인공지능), DataMining, 소프트웨어개발 수정일 24/11/22",연봉상승률 15% 이상
인터리젠(주),개발본부 AI 관련 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49149439&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 강남구,경력무관,초대졸↑,정규직,~ 12/06(금),"Java, 딥러닝, Linux, 머신러닝, 데이터분석가 외                    수정일 24/11/08",IT개발·데이터 스크랩 급상승
(주)타키온테크,[타키온테크] 제조데이터 분석 및 AI 개발자 신입사원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49395843&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9153d53c-14d8-4411-9f55-675cb2409992,서울 금천구,신입·경력,고졸↑,정규직,~ 12/13(금),"솔루션, 머신러닝, 웹개발, 기술지원, 백엔드/서버개발 외                    등록일 24/11/13",급성장중
